date,coupon
2022-03-30,14.53
2022-09-28,14.53
2023-03-29,14.58
2023-09-27,14.99
2024-03-27,15.66
2024-09-25,16.26
2025-03-26,17.13
2025-09-24,17.81
2026-03-24,17.84
2026-09-22,17.84
2027-03-23,17.84
2027-09-21,17.84
2028-03-21,17.84
2028-09-19,17.84
2029-03-20,17.84
2029-09-18,17.84
2030-03-19,17.84
2030-09-17,17.84
2031-03-18,17.84
2031-09-16,17.84
2032-03-16,17.84
